Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
683461c9f65c6cd5d6500bda,66f47421b650b6c39e80fa0d,APPROVED,Not Applicable,2025-05-26T12:42:56.928000Z,2025-05-26T12:57:39.081000Z,2025-05-26T12:57:39.720000Z,2025-05-26T12:57:39.623915Z,883.0,CHFTNE6M,2062,36,Female,White,United States,United States,United States,English,No,Full-Time
683461cae31803c563bd220c,66ec53e096df305784c5aa6f,APPROVED,Not Applicable,2025-05-26T12:43:13.138000Z,2025-05-26T12:56:40.274000Z,2025-05-26T12:56:40.985000Z,2025-05-26T12:56:40.848406Z,808.0,CHFTNE6M,1403,21,Male,White,United States,United States,United States,English,Yes,Full-Time
683461da5a78d4c2c07437f6,67447a01deb7398581f3b3be,APPROVED,Not Applicable,2025-05-26T12:43:06.592000Z,2025-05-26T13:07:29.852000Z,2025-05-26T13:07:32.862000Z,2025-05-26T13:07:30.379302Z,1464.0,CHFTNE6M,1032,22,Male,Black,United States,United States,United States,English,Yes,Other
683461def72dffae8c55a666,5f2f21ab32376614a22ffdff,APPROVED,Not Applicable,2025-05-26T12:43:14.509000Z,2025-05-26T12:51:52.521000Z,2025-05-26T12:51:53.092000Z,2025-05-26T12:51:52.982308Z,519.0,CHFTNE6M,1351,27,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
683461e39542c688550826a7,672fd80c178640c4588cfc9a,APPROVED,Not Applicable,2025-05-26T12:43:15.447000Z,2025-05-26T12:59:47.179000Z,2025-05-26T12:59:49.854000Z,2025-05-26T12:59:47.711709Z,992.0,CHFTNE6M,1487,39,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6834620531cc7619608bd6b4,66546836a834424c51b369f7,APPROVED,Not Applicable,2025-05-26T12:44:43.423000Z,2025-05-26T12:53:28.680000Z,2025-05-26T12:53:29.457000Z,2025-05-26T12:53:29.324976Z,526.0,CHFTNE6M,2024,44,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
68346208cf9cfe904f57a585,5f0d2ad60ad0d6730c380b05,APPROVED,Not Applicable,2025-05-26T12:43:52.578000Z,2025-05-26T13:20:22.352000Z,2025-05-26T13:20:25.506000Z,2025-05-26T13:20:22.818746Z,2190.0,CHFTNE6M,4830,52,Male,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
6834620f27eecac226e2f877,66a276d13f40200c70c28109,APPROVED,Not Applicable,2025-05-26T12:45:17.659000Z,2025-05-26T12:52:36.523000Z,2025-05-26T12:52:39.806000Z,2025-05-26T12:52:37.021423Z,439.0,CHFTNE6M,1847,47,Female,White,United States,United States,United States,English,No,Full-Time
68346211ede36ef3d735da38,614dd304ed948bbfe8c22215,APPROVED,Not Applicable,2025-05-26T12:44:19.677000Z,2025-05-26T12:49:36.151000Z,2025-05-26T12:49:36.818000Z,2025-05-26T12:49:36.683684Z,317.0,CHFTNE6M,9600,36,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
68346213e3c0b9d5da639907,63ecff07b619306f41db42fa,APPROVED,Not Applicable,2025-05-26T12:44:50.345000Z,2025-05-26T12:51:31.980000Z,2025-05-26T12:51:34.705000Z,2025-05-26T12:51:32.486972Z,402.0,CHFTNE6M,3707,34,Male,White,United States,United States,United States,English,No,Full-Time
