Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6830444969a2d870069b9731,66c3366a3b5834b89124e85a,APPROVED,Not Applicable,2025-05-23T09:47:58.827000Z,2025-05-23T09:53:50.236000Z,2025-05-23T09:53:51.762000Z,2025-05-23T09:53:50.716158Z,352.0,CHFTNE6M,2003,48,Female,White,United States,United States,United States,English,No,Full-Time
6830444cbc9be00e18e3c8a7,603e27e4689f94dfc6590465,APPROVED,Not Applicable,2025-05-23T09:48:07.949000Z,2025-05-23T09:52:45.314000Z,2025-05-26T07:07:32.881000Z,2025-05-23T09:52:45.854339Z,278.0,CHFTNE6M,3122,47,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
683044546e62b1a6202bbd33,631c8e97db06f601f81bd82f,APPROVED,Not Applicable,2025-05-23T09:48:06.572000Z,2025-05-23T10:02:18.803000Z,2025-05-23T10:02:21.435000Z,2025-05-23T10:02:19.363849Z,853.0,CHFTNE6M,9108,28,Male,White,United States,United States,United States,English,No,Full-Time
683044550cccca78a13d7bd0,65e64c08cd1bf3d6ab957af7,APPROVED,Not Applicable,2025-05-23T09:48:10.289000Z,2025-05-23T09:57:13.409000Z,2025-05-23T09:57:16.699000Z,2025-05-23T09:57:13.947882Z,544.0,CHFTNE6M,2084,58,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6830445619b3c73ca37dafb1,657b111e0f834cfa496bd068,APPROVED,Not Applicable,2025-05-23T09:48:06.123000Z,2025-05-23T10:08:20.109000Z,2025-05-23T10:08:22.651000Z,2025-05-23T10:08:20.619659Z,1214.0,CHFTNE6M,4129,52,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68304459b6e9d727f6dc57bd,6653ae434d386b6218f51efb,APPROVED,Not Applicable,2025-05-23T09:48:09.054000Z,2025-05-23T10:02:09.937000Z,2025-05-23T10:02:11.365000Z,2025-05-23T10:02:10.402722Z,841.0,CHFTNE6M,1576,76,Female,White,United States,United States,United States,English,No,Part-Time
6830445ba7d5687bed0ee846,6781772babcc4f0fe3ebd378,APPROVED,Not Applicable,2025-05-23T09:48:16.450000Z,2025-05-23T09:59:43.859000Z,2025-05-23T09:59:44.478000Z,2025-05-23T09:59:44.385648Z,688.0,CHFTNE6M,1086,53,Female,White,United States,United States,United States,English,No,Part-Time
6830445d6debfa816efe0f2d,67f0756f11bafb18b8c997d5,APPROVED,Not Applicable,2025-05-23T09:48:29.731000Z,2025-05-23T09:57:51.183000Z,2025-05-23T09:57:54.248000Z,2025-05-23T09:57:51.703134Z,562.0,CHFTNE6M,1022,39,Female,White,United States,United States,United States,English,No,Full-Time
6830445faf0f4df85e63e6fa,5dec8925be656d35d4005320,APPROVED,Not Applicable,2025-05-23T09:48:18.983000Z,2025-05-23T09:57:36.902000Z,2025-05-23T09:57:42.523000Z,2025-05-23T09:57:37.419121Z,558.0,CHFTNE6M,6332,61,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6830446022a1b0fdc7556210,6637b21240220c2517fffa1a,APPROVED,Not Applicable,2025-05-23T09:48:16.100000Z,2025-05-23T09:57:35.507000Z,2025-05-23T09:57:38.974000Z,2025-05-23T09:57:36.095036Z,560.0,CHFTNE6M,2930,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
68304464c653b59fb9c8d97e,663d8f0edfd87b4c1f590b99,APPROVED,Not Applicable,2025-05-23T09:48:20.212000Z,2025-05-23T09:53:29.837000Z,2025-05-23T09:53:33.476000Z,2025-05-23T09:53:30.329415Z,310.0,CHFTNE6M,2411,30,Male,Mixed,United States,United States,United States,English,No,Full-Time
68304469100ec55f9045a41a,5e00f9a211999fcea4169800,APPROVED,Not Applicable,2025-05-23T09:48:43.135000Z,2025-05-23T09:58:47.573000Z,2025-05-23T09:58:50.146000Z,2025-05-23T09:58:48.083185Z,605.0,CHFTNE6M,2732,66,Male,Black,United States,United States,United States,English,No,Full-Time
6830446b881c6ae04ef6b15b,599de70d8a6cc5000128f980,APPROVED,Not Applicable,2025-05-23T09:48:33.432000Z,2025-05-23T09:59:42.115000Z,2025-05-23T09:59:42.740000Z,2025-05-23T09:59:42.637760Z,669.0,CHFTNE6M,6618,55,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6830446cffb586c8714d731d,67094d6215b6d0fe3e8c3e39,APPROVED,Not Applicable,2025-05-23T09:48:47.411000Z,2025-05-23T09:55:13.789000Z,2025-05-23T09:55:15.844000Z,2025-05-23T09:55:14.357444Z,387.0,CHFTNE6M,2167,24,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6830446f8308d5bb379edd23,5f0a7dec44c42c19a6c9f6d9,APPROVED,Not Applicable,2025-05-23T09:48:31.012000Z,2025-05-23T10:11:07.737000Z,2025-05-23T10:11:08.338000Z,2025-05-23T10:11:08.239241Z,1357.0,CHFTNE6M,5326,37,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6830446ffc1274ed1a95a542,67a72a2a346c08cd36e7860a,APPROVED,Not Applicable,2025-05-23T09:48:59.917000Z,2025-05-23T09:55:09.588000Z,2025-05-23T09:55:10.283000Z,2025-05-23T09:55:10.177674Z,370.0,CHFTNE6M,1355,32,Female,White,United States,United States,United States,English,No,Full-Time
683044715469f89d51946ab4,67cc685deb5f04f1fa1ed641,APPROVED,Not Applicable,2025-05-23T09:48:33.668000Z,2025-05-23T10:14:10.853000Z,2025-05-23T10:14:11.442000Z,2025-05-23T10:14:11.344035Z,1538.0,CHFTNE6M,1340,30,Female,White,United States,United States,United States,English,No,Part-Time
68304471a4cf7d8c8b96c519,675088c65bc8f118eaac066a,APPROVED,Not Applicable,2025-05-23T09:48:37.342000Z,2025-05-23T10:42:22.838000Z,2025-05-23T10:42:24.421000Z,2025-05-23T10:42:23.464159Z,3226.0,CHFTNE6M,1444,32,Male,Black,United States,United States,United States,English,No,Full-Time
68304477a241d2f42a45da98,67e87a253b9b4747c85c45cb,APPROVED,Not Applicable,2025-05-23T09:49:09.670000Z,2025-05-23T10:00:27.759000Z,2025-05-23T10:00:29.957000Z,2025-05-23T10:00:28.360431Z,679.0,CHFTNE6M,1026,46,Female,White,United States,United States,United States,English,No,Part-Time
683044784829c5b755e1d0ea,58642f4de16d530001b34622,APPROVED,Not Applicable,2025-05-23T09:48:50.945000Z,2025-05-23T09:58:25.662000Z,2025-05-23T09:58:26.237000Z,2025-05-23T09:58:26.159304Z,575.0,CHFTNE6M,9120,65,Male,White,United States,United States,United States,English,No,Full-Time
6830447b298936852f822091,6562421abbbe0dc4b89ad4ff,APPROVED,Not Applicable,2025-05-23T09:48:43.951000Z,2025-05-23T09:54:28.972000Z,2025-05-23T09:54:32.607000Z,2025-05-23T09:54:29.505310Z,346.0,CHFTNE6M,1868,29,Female,White,United States,United States,Brazil,English,No,Part-Time
