"","ID.true","Word","Label","Task","BlockOrder","EventTime","Value","ReactionTime","Key_value_F","Key_value_J","Comments","Group","LogReactionTime","TrialNumber"
"1","5dc47ddd034b45342d3b2e3a","insecure","calibrator_conc_feedback","Concrete","CV",1742648629874,"abstract",1641,"abstract","concrete","abstract;concrete","B",7.40306109109009,1
"2","5dc47ddd034b45342d3b2e3a","sugar","calibrator_conc_feedback","Concrete","CV",1742648633361,"concrete",718,"abstract","concrete","abstract;concrete","B",6.57646956904822,2
"3","5dc47ddd034b45342d3b2e3a","marriage","calibrator_conc_feedback","Concrete","CV",1742648636866,"concrete",739,"abstract","concrete","abstract;concrete","B",6.6052979209482,3
"4","5dc47ddd034b45342d3b2e3a","whistle","calibrator_conc_feedback","Concrete","CV",1742648640457,"concrete",828,"abstract","concrete","abstract;concrete","B",6.71901315438526,4
"5","5dc47ddd034b45342d3b2e3a","kick","calibrator_conc_feedback","Concrete","CV",1742648644505,"concrete",1281,"abstract","concrete","abstract;concrete","B",7.15539630189673,5
"6","5dc47ddd034b45342d3b2e3a","polite","calibrator_conc_feedback","Concrete","CV",1742648648435,"abstract",1165,"abstract","concrete","abstract;concrete","B",7.0604763659998,6
"7","5dc47ddd034b45342d3b2e3a","theory","calibrator_conc_feedback","Concrete","CV",1742648652362,"concrete",1165,"abstract","concrete","abstract;concrete","B",7.0604763659998,7
"8","5dc47ddd034b45342d3b2e3a","grasshopper","calibrator_conc_feedback","Concrete","CV",1742648656009,"concrete",883,"abstract","concrete","abstract;concrete","B",6.78332520060396,8
"9","5dc47ddd034b45342d3b2e3a","shirt","calibrator_conc_feedback","Concrete","CV",1742648659745,"concrete",968,"abstract","concrete","abstract;concrete","B",6.87523208727658,9
"10","5dc47ddd034b45342d3b2e3a","gas","calibrator_conc_feedback","Concrete","CV",1742648663198,"concrete",686,"abstract","concrete","abstract;concrete","B",6.53087762772588,10
"11","5dc47ddd034b45342d3b2e3a","sugar","calibrator_conc_no_feedback","Concrete","CV",1742648666498,"concrete",538,"B","abstract;concrete","","B",6.28785856016178,11
"12","5dc47ddd034b45342d3b2e3a","gas","calibrator_conc_no_feedback","Concrete","CV",1742648668041,"concrete",774,"B","abstract;concrete","","B",6.65157187358973,12
"13","5dc47ddd034b45342d3b2e3a","theory","calibrator_conc_no_feedback","Concrete","CV",1742648669529,"concrete",725,"B","abstract;concrete","","B",6.58617165485467,13
"14","5dc47ddd034b45342d3b2e3a","marriage","calibrator_conc_no_feedback","Concrete","CV",1742648672057,"abstract",1767,"B","abstract;concrete","","B",7.4770384723197,14
"15","5dc47ddd034b45342d3b2e3a","insecure","calibrator_conc_no_feedback","Concrete","CV",1742648673649,"abstract",828,"B","abstract;concrete","","B",6.71901315438526,15
"16","5dc47ddd034b45342d3b2e3a","shirt","calibrator_conc_no_feedback","Concrete","CV",1742648674954,"concrete",545,"B","abstract;concrete","","B",6.30078579466324,16
"17","5dc47ddd034b45342d3b2e3a","whistle","calibrator_conc_no_feedback","Concrete","CV",1742648676345,"concrete",632,"B","abstract;concrete","","B",6.44888939414686,17
"18","5dc47ddd034b45342d3b2e3a","polite","calibrator_conc_no_feedback","Concrete","CV",1742648677833,"abstract",725,"B","abstract;concrete","","B",6.58617165485467,18
"19","5dc47ddd034b45342d3b2e3a","grasshopper","calibrator_conc_no_feedback","Concrete","CV",1742648679185,"concrete",591,"B","abstract;concrete","","B",6.3818160174061,19
"20","5dc47ddd034b45342d3b2e3a","kick","calibrator_conc_no_feedback","Concrete","CV",1742648680577,"concrete",633,"B","abstract;concrete","","B",6.45047042214418,20
"21","5dc47ddd034b45342d3b2e3a","free","calibrator_val_feedback","Valence","CV",1742649143697,"positive",1427,"negative","positive","negative;positive","B",7.26332961747684,21
"22","5dc47ddd034b45342d3b2e3a","jail","calibrator_val_feedback","Valence","CV",1742649147217,"negative",755,"negative","positive","negative;positive","B",6.62671774924902,22
"23","5dc47ddd034b45342d3b2e3a","invader","calibrator_val_feedback","Valence","CV",1742649150738,"negative",755,"negative","positive","negative;positive","B",6.62671774924902,23
"24","5dc47ddd034b45342d3b2e3a","hat","calibrator_val_feedback","Valence","CV",1742649154473,"positive",972,"negative","positive","negative;positive","B",6.87935580446044,24
"25","5dc47ddd034b45342d3b2e3a","insecure","calibrator_val_feedback","Valence","CV",1742649158050,"negative",808,"negative","positive","negative;positive","B",6.69456205852109,25
"26","5dc47ddd034b45342d3b2e3a","joke","calibrator_val_feedback","Valence","CV",1742649162035,"positive",1213,"negative","positive","negative;positive","B",7.10085190894405,26
"27","5dc47ddd034b45342d3b2e3a","kitten","calibrator_val_feedback","Valence","CV",1742649165385,"positive",583,"negative","positive","negative;positive","B",6.36818718635049,27
"28","5dc47ddd034b45342d3b2e3a","icebox","calibrator_val_feedback","Valence","CV",1742649168946,"positive",793,"negative","positive","negative;positive","B",6.67582322163485,28
"29","5dc47ddd034b45342d3b2e3a","grin","calibrator_val_feedback","Valence","CV",1742649172442,"positive",734,"negative","positive","negative;positive","B",6.59850902861452,29
"30","5dc47ddd034b45342d3b2e3a","industry","calibrator_val_feedback","Valence","CV",1742649176234,"positive",1025,"negative","positive","negative;positive","B",6.93244789157251,30
"31","5dc47ddd034b45342d3b2e3a","icebox","calibrator_val_no_feedback","Valence","CV",1742649179850,"positive",845,"B","negative;positive","","B",6.73933662735717,31
"32","5dc47ddd034b45342d3b2e3a","kitten","calibrator_val_no_feedback","Valence","CV",1742649181290,"positive",680,"B","negative;positive","","B",6.52209279817015,32
"33","5dc47ddd034b45342d3b2e3a","hat","calibrator_val_no_feedback","Valence","CV",1742649182754,"positive",706,"B","negative;positive","","B",6.55961523749324,33
"34","5dc47ddd034b45342d3b2e3a","jail","calibrator_val_no_feedback","Valence","CV",1742649184154,"negative",638,"B","negative;positive","","B",6.45833828334479,34
"35","5dc47ddd034b45342d3b2e3a","grin","calibrator_val_no_feedback","Valence","CV",1742649185489,"positive",575,"B","negative;positive","","B",6.35437004079735,35
"36","5dc47ddd034b45342d3b2e3a","invader","calibrator_val_no_feedback","Valence","CV",1742649186842,"negative",591,"B","negative;positive","","B",6.3818160174061,36
"37","5dc47ddd034b45342d3b2e3a","industry","calibrator_val_no_feedback","Valence","CV",1742649188185,"positive",577,"B","negative;positive","","B",6.3578422665081,37
"38","5dc47ddd034b45342d3b2e3a","joke","calibrator_val_no_feedback","Valence","CV",1742649189561,"positive",613,"B","negative;positive","","B",6.41836493593621,38
"39","5dc47ddd034b45342d3b2e3a","free","calibrator_val_no_feedback","Valence","CV",1742649190850,"positive",528,"B","negative;positive","","B",6.26909628370626,39
"40","5dc47ddd034b45342d3b2e3a","insecure","calibrator_val_no_feedback","Valence","CV",1742649192295,"negative",682,"B","negative;positive","","B",6.52502965784346,40
"41","58472149000f1000010ebc53","hat","calibrator_val_feedback","Valence","VC",1732224795466,"positive",1509,"positive","negative","positive;negative","B",7.31920245876785,1
"42","58472149000f1000010ebc53","industry","calibrator_val_feedback","Valence","VC",1732224801783,"positive",1555,"positive","negative","positive;negative","B",7.34923082461333,2
"43","58472149000f1000010ebc53","invader","calibrator_val_feedback","Valence","VC",1732224804157,"negative",1601,"positive","negative","positive;negative","B",7.37838371299671,3
"44","58472149000f1000010ebc53","grin","calibrator_val_feedback","Valence","VC",1732224809625,"positive",2704,"positive","negative","positive;negative","B",7.90248743716286,4
"45","58472149000f1000010ebc53","joke","calibrator_val_feedback","Valence","VC",1732224814916,"positive",2531,"positive","negative","positive;negative","B",7.83636976054512,5
"46","58472149000f1000010ebc53","icebox","calibrator_val_feedback","Valence","VC",1732224819567,"positive",1887,"positive","negative","positive;negative","B",7.54274354536855,6
"47","58472149000f1000010ebc53","jail","calibrator_val_feedback","Valence","VC",1732224823687,"negative",1358,"positive","negative","positive;negative","B",7.21376830811864,7
"48","58472149000f1000010ebc53","kitten","calibrator_val_feedback","Valence","VC",1732224829065,"positive",2616,"positive","negative","positive;negative","B",7.86940171257709,8
"49","58472149000f1000010ebc53","free","calibrator_val_feedback","Valence","VC",1732224833832,"positive",2002,"positive","negative","positive;negative","B",7.60190195987517,9
"50","58472149000f1000010ebc53","insecure","calibrator_val_feedback","Valence","VC",1732224838087,"negative",1492,"positive","negative","positive;negative","B",7.30787278076371,10
"51","58472149000f1000010ebc53","free","calibrator_val_no_feedback","Valence","VC",1732224843103,"positive",2252,"B","positive;negative","","B",7.71957398925958,11
"52","58472149000f1000010ebc53","hat","calibrator_val_no_feedback","Valence","VC",1732224844944,"positive",1079,"B","positive;negative","","B",6.98378996525813,12
"53","58472149000f1000010ebc53","invader","calibrator_val_no_feedback","Valence","VC",1732224846679,"negative",974,"B","positive;negative","","B",6.88141130364254,13
"54","58472149000f1000010ebc53","kitten","calibrator_val_no_feedback","Valence","VC",1732224848596,"positive",1154,"B","positive;negative","","B",7.05098944706805,14
"55","58472149000f1000010ebc53","jail","calibrator_val_no_feedback","Valence","VC",1732224850978,"negative",1625,"B","positive;negative","","B",7.39326309476384,15
"56","58472149000f1000010ebc53","joke","calibrator_val_no_feedback","Valence","VC",1732224852736,"positive",999,"B","positive;negative","","B",6.90675477864855,16
"57","58472149000f1000010ebc53","icebox","calibrator_val_no_feedback","Valence","VC",1732224854993,"positive",1498,"B","positive;negative","","B",7.31188616407716,17
"58","58472149000f1000010ebc53","industry","calibrator_val_no_feedback","Valence","VC",1732224856664,"positive",912,"B","positive;negative","","B",6.81563999007433,18
"59","58472149000f1000010ebc53","insecure","calibrator_val_no_feedback","Valence","VC",1732224858500,"negative",1075,"B","positive;negative","","B",6.98007594056176,19
"60","58472149000f1000010ebc53","grin","calibrator_val_no_feedback","Valence","VC",1732224860264,"positive",1009,"B","positive;negative","","B",6.91671502035361,20
"61","58472149000f1000010ebc53","sugar","calibrator_conc_feedback","Concrete","VC",1732225170284,"concrete",1675,"concrete","abstract","concrete;abstract","B",7.42356844425917,21
"62","58472149000f1000010ebc53","gas","calibrator_conc_feedback","Concrete","VC",1732225174946,"concrete",1897,"concrete","abstract","concrete;abstract","B",7.54802896993501,22
"63","58472149000f1000010ebc53","kick","calibrator_conc_feedback","Concrete","VC",1732225178718,"concrete",1009,"concrete","abstract","concrete;abstract","B",6.91671502035361,23
"64","58472149000f1000010ebc53","theory","calibrator_conc_feedback","Concrete","VC",1732225182438,"abstract",958,"concrete","abstract","concrete;abstract","B",6.86484777797086,24
"65","58472149000f1000010ebc53","marriage","calibrator_conc_feedback","Concrete","VC",1732225186814,"abstract",1615,"concrete","abstract","concrete;abstract","B",7.38709023565676,25
"66","58472149000f1000010ebc53","shirt","calibrator_conc_feedback","Concrete","VC",1732225190807,"concrete",1229,"concrete","abstract","concrete;abstract","B",7.11395610956603,26
"67","58472149000f1000010ebc53","polite","calibrator_conc_feedback","Concrete","VC",1732225194791,"abstract",1222,"concrete","abstract","concrete;abstract","B",7.10824413973154,27
"68","58472149000f1000010ebc53","grasshopper","calibrator_conc_feedback","Concrete","VC",1732225198873,"concrete",1320,"concrete","abstract","concrete;abstract","B",7.18538701558042,28
"69","58472149000f1000010ebc53","insecure","calibrator_conc_feedback","Concrete","VC",1732225203175,"abstract",1537,"concrete","abstract","concrete;abstract","B",7.3375877435386,29
"70","58472149000f1000010ebc53","whistle","calibrator_conc_feedback","Concrete","VC",1732225208396,"concrete",2458,"concrete","abstract","concrete;abstract","B",7.80710329012598,30
"71","58472149000f1000010ebc53","shirt","calibrator_conc_no_feedback","Concrete","VC",1732225212215,"concrete",1058,"B","concrete;abstract","","B",6.96413561241824,31
"72","58472149000f1000010ebc53","gas","calibrator_conc_no_feedback","Concrete","VC",1732225214291,"concrete",1319,"B","concrete;abstract","","B",7.18462915271731,32
