"","ID.true","Word","Label","Task","BlockOrder","EventTime","Value","ReactionTime","Key_value_F","Key_value_J","Comments","Group","LogReactionTime","TrialNumber"
"1","638f6f1ebb540eedd7097e44","kitten","calibrator_val","Valence","VC",1728920954097,"positive",2561,"negative","positive","negative;positive","B",7.84815308619953,1
"2","638f6f1ebb540eedd7097e44","grin","calibrator_val","Valence","VC",1728920956471,"positive",1611,"negative","positive","negative;positive","B",7.38461038317697,2
"3","638f6f1ebb540eedd7097e44","joke","calibrator_val","Valence","VC",1728920958485,"positive",1255,"negative","positive","negative;positive","B",7.13489085156588,3
"4","638f6f1ebb540eedd7097e44","insecure","calibrator_val","Valence","VC",1728920961822,"negative",2575,"negative","positive","negative;positive","B",7.85360481309784,4
"5","638f6f1ebb540eedd7097e44","industry","calibrator_val","Valence","VC",1728920963744,"positive",1162,"negative","positive","negative;positive","B",7.05789793741186,5
"6","638f6f1ebb540eedd7097e44","jail","calibrator_val","Valence","VC",1728920965569,"negative",1064,"negative","positive","negative;positive","B",6.96979066990159,6
"7","638f6f1ebb540eedd7097e44","hat","calibrator_val","Valence","VC",1728920967487,"positive",1159,"negative","positive","negative;positive","B",7.05531284333975,7
"8","638f6f1ebb540eedd7097e44","icebox","calibrator_val","Valence","VC",1728920969335,"positive",1089,"negative","positive","negative;positive","B",6.99301512293296,8
"9","638f6f1ebb540eedd7097e44","free","calibrator_val","Valence","VC",1728920970946,"positive",849,"negative","positive","negative;positive","B",6.74405918631135,9
"10","638f6f1ebb540eedd7097e44","invader","calibrator_val","Valence","VC",1728920972731,"negative",1023,"negative","positive","negative;positive","B",6.93049476595163,10
"11","638f6f1ebb540eedd7097e44","gas","calibrator_conc","Concrete","VC",1728921120849,"abstract",4659,"abstract","concrete","abstract;concrete","A",8.4465561118168,11
"12","638f6f1ebb540eedd7097e44","sugar","calibrator_conc","Concrete","VC",1728921123295,"concrete",1685,"abstract","concrete","abstract;concrete","A",7.42952084278646,12
"13","638f6f1ebb540eedd7097e44","infinity","calibrator_conc","Concrete","VC",1728921126400,"abstract",2343,"abstract","concrete","abstract;concrete","A",7.7591874385078,13
"14","638f6f1ebb540eedd7097e44","polite","calibrator_conc","Concrete","VC",1728921129091,"abstract",1931,"abstract","concrete","abstract;concrete","A",7.56579328242851,14
"15","638f6f1ebb540eedd7097e44","whistle","calibrator_conc","Concrete","VC",1728921134465,"abstract",4619,"abstract","concrete","abstract;concrete","A",8.43793351043061,15
"16","638f6f1ebb540eedd7097e44","theory","calibrator_conc","Concrete","VC",1728921136962,"abstract",1734,"abstract","concrete","abstract;concrete","A",7.45818615734049,16
"17","638f6f1ebb540eedd7097e44","kick","calibrator_conc","Concrete","VC",1728921141156,"abstract",3437,"abstract","concrete","abstract;concrete","A",8.14235427684983,17
"18","638f6f1ebb540eedd7097e44","shirt","calibrator_conc","Concrete","VC",1728921143043,"concrete",1127,"abstract","concrete","abstract;concrete","A",7.02731451403978,18
"19","638f6f1ebb540eedd7097e44","marriage","calibrator_conc","Concrete","VC",1728921145537,"abstract",1735,"abstract","concrete","abstract;concrete","A",7.45876269238096,19
"20","638f6f1ebb540eedd7097e44","grasshopper","calibrator_conc","Concrete","VC",1728921147206,"concrete",909,"abstract","concrete","abstract;concrete","A",6.81234509417748,20
"21","640d988c383c60ed564dd05e","sugar","calibrator_conc","Concrete","CV",1728923693720,"concrete",2253,"abstract","concrete","abstract;concrete","A",7.72001794043224,1
"22","640d988c383c60ed564dd05e","marriage","calibrator_conc","Concrete","CV",1728923696783,"abstract",2302,"abstract","concrete","abstract;concrete","A",7.74153358928183,2
"23","640d988c383c60ed564dd05e","kick","calibrator_conc","Concrete","CV",1728923700532,"abstract",2987,"abstract","concrete","abstract;concrete","A",8.00202481821611,3
"24","640d988c383c60ed564dd05e","infinity","calibrator_conc","Concrete","CV",1728923702810,"abstract",1514,"abstract","concrete","abstract;concrete","A",7.32251043399739,4
"25","640d988c383c60ed564dd05e","shirt","calibrator_conc","Concrete","CV",1728923704333,"concrete",763,"abstract","concrete","abstract;concrete","A",6.63725803128446,5
"26","640d988c383c60ed564dd05e","grasshopper","calibrator_conc","Concrete","CV",1728923706249,"concrete",1155,"abstract","concrete","abstract;concrete","A",7.05185562295589,6
"27","640d988c383c60ed564dd05e","theory","calibrator_conc","Concrete","CV",1728923707971,"abstract",955,"abstract","concrete","abstract;concrete","A",6.86171134048073,7
"28","640d988c383c60ed564dd05e","whistle","calibrator_conc","Concrete","CV",1728923711409,"concrete",2674,"abstract","concrete","abstract;concrete","A",7.89133075766189,8
"29","640d988c383c60ed564dd05e","gas","calibrator_conc","Concrete","CV",1728923715017,"abstract",2844,"abstract","concrete","abstract;concrete","A",7.95296679092313,9
"30","640d988c383c60ed564dd05e","polite","calibrator_conc","Concrete","CV",1728923716741,"abstract",959,"abstract","concrete","abstract;concrete","A",6.86589107488344,10
"31","640d988c383c60ed564dd05e","joke","calibrator_val","Valence","CV",1728923817200,"positive",1169,"negative","positive","negative;positive","B",7.06390396147207,11
"32","640d988c383c60ed564dd05e","insecure","calibrator_val","Valence","CV",1728923818802,"negative",838,"negative","positive","negative;positive","B",6.73101810048208,12
"33","640d988c383c60ed564dd05e","icebox","calibrator_val","Valence","CV",1728923821682,"positive",2116,"negative","positive","negative;positive","B",7.65728279297819,13
"34","640d988c383c60ed564dd05e","free","calibrator_val","Valence","CV",1728923823349,"positive",902,"negative","positive","negative;positive","B",6.80461452006262,14
